Timestamp,value
2021-03-01 12:40:00,11130667.38669623
2021-03-01 12:45:00,11944911.839163823
2021-03-01 12:50:00,12965619.992598685
2021-03-01 12:55:00,13689979.311441554
2021-03-01 13:00:00,11791989.377122069
2021-03-01 13:05:00,13373418.861046057
2021-03-01 13:10:00,11543826.930205505
2021-03-01 13:15:00,13196875.12808818
2021-03-01 13:20:00,12620787.48338257
2021-03-01 13:25:00,13980408.391449815
2021-03-01 13:30:00,12111768.847145488
2021-03-01 13:35:00,12604280.24802016
2021-03-01 13:40:00,12733671.199928977
2021-03-01 13:45:00,12246056.719726913
2021-03-01 13:50:00,11496115.174099179
2021-03-01 13:55:00,12669742.81223176
2021-03-01 14:00:00,14140270.901306242
2021-03-01 14:05:00,12489705.92916516
2021-03-01 14:10:00,14711862.876801154
2021-03-01 14:15:00,13828535.173989454
2021-03-01 14:20:00,12526910.324096808
2021-03-01 14:25:00,14066735.925414365
2021-03-01 14:30:00,12993240.715128383
2021-03-01 14:35:00,13246654.973972602
2021-03-01 14:40:00,14456209.358452817
2021-03-01 14:45:00,15339643.898207642
2021-03-01 14:50:00,13698846.491994662
2021-03-01 14:55:00,16065534.947638603
2021-03-01 15:00:00,14311019.479921
2021-03-01 15:05:00,15136742.228580771
2021-03-01 15:10:00,13421956.040231735
2021-03-01 15:15:00,14705791.557630394
2021-03-01 15:20:00,12939890.22038835
2021-03-01 15:25:00,13997147.831252001
2021-03-01 15:30:00,14812122.180025445
2021-03-01 15:35:00,13676185.50489596
2021-03-01 15:40:00,13085169.111593304
2021-03-01 15:45:00,15195994.667177914
2021-03-01 15:50:00,13381817.648064807
2021-03-01 15:55:00,15057310.52628324
2021-03-01 16:00:00,14120144.60149925
2021-03-01 16:05:00,14648100.547399703
2021-03-01 16:10:00,14033473.872992266
2021-03-01 16:15:00,14645401.611801242
2021-03-01 16:20:00,13193016.344716871
2021-03-01 16:25:00,14286351.805943536
2021-03-01 16:30:00,14757458.154258488
2021-03-01 16:35:00,14107283.091751086
2021-03-01 16:40:00,14985900.29914781
2021-03-01 16:45:00,14338221.510092271
2021-03-01 16:50:00,16068757.393002916
2021-03-01 16:55:00,14012687.278799886
2021-03-01 17:00:00,14910813.120625889
2021-03-01 17:05:00,15022156.815142304
2021-03-01 17:10:00,14494802.953923484
2021-03-01 17:15:00,14053159.11098686
2021-03-01 17:20:00,14227836.058561072
2021-03-01 17:25:00,14541733.356020942
2021-03-01 17:30:00,14983950.704343135
2021-03-01 17:35:00,14455480.16414405
2021-03-01 17:40:00,14687287.22047244
2021-03-01 17:45:00,14131285.439397871
2021-03-01 17:50:00,15574031.259097898
2021-03-01 17:55:00,15260370.421483504
2021-03-01 18:00:00,15841264.852992738
2021-03-01 18:05:00,15161067.253486665
2021-03-01 18:10:00,15478329.747693054
2021-03-01 18:15:00,16008561.364363637
2021-03-01 18:20:00,14563032.4188367
2021-03-01 18:25:00,16920197.774850298
2021-03-01 18:30:00,13827268.855808383
2021-03-01 18:35:00,15552636.54733096
2021-03-01 18:40:00,14686701.538461538
2021-03-01 18:45:00,14983305.372274881
2021-03-01 18:50:00,15068345.0
2021-03-01 18:55:00,15737347.635096153
2021-03-01 19:00:00,14781694.824350337
2021-03-01 19:05:00,14784914.71539961
2021-03-01 19:10:00,16323445.448629322
2021-03-01 19:15:00,15186187.345137035
2021-03-01 19:20:00,13300603.893356215
2021-03-01 19:25:00,14791555.834739454
2021-03-01 19:30:00,15280086.0471397
2021-03-01 19:35:00,14945106.81129272
2021-03-01 19:40:00,15940673.980707396
2021-03-01 19:45:00,15668246.482088799
2021-03-01 19:50:00,14261520.084265474
2021-03-01 19:55:00,16688427.881230926
2021-03-01 20:00:00,14204965.994023427
2021-03-01 20:05:00,13228101.767377838
2021-03-01 20:10:00,12308969.87862912
2021-03-01 20:15:00,12654056.881447768
2021-03-01 20:20:00,12670880.50010718
2021-03-01 20:25:00,13082551.494970663
2021-03-01 20:30:00,12523138.578925185
2021-03-01 20:35:00,12600401.964508094
2021-03-01 20:40:00,12129408.811769448
2021-03-01 20:45:00,12797751.933782956
2021-03-01 20:50:00,11493151.370318446
2021-03-01 20:55:00,11892983.834607646
2021-03-01 21:00:00,11284385.88008779
2021-03-01 21:05:00,11875330.930071356
2021-03-01 21:10:00,12189010.800867507
2021-03-01 21:15:00,11549579.54029009
2021-03-01 21:20:00,11630302.479468359
2021-03-01 21:25:00,11725116.342168195
2021-03-01 21:30:00,11985358.825613618
2021-03-01 21:35:00,12446823.60395052
2021-03-01 21:40:00,11086432.00909091
2021-03-01 21:45:00,11791439.692616373
2021-03-01 21:50:00,10993472.926338414
2021-03-01 21:55:00,11354855.373430142
2021-03-01 22:00:00,12206891.56509105
2021-03-01 22:05:00,11777474.654790182
2021-03-01 22:10:00,13311463.14245416
2021-03-01 22:15:00,12652463.97017017
2021-03-01 22:20:00,11514212.50560224
2021-03-01 22:25:00,13253061.912973408
2021-03-01 22:30:00,11675077.093812777
2021-03-01 22:35:00,11477461.743259557
2021-03-01 22:40:00,12816087.708953742
2021-03-01 22:45:00,14107460.51027184
2021-03-01 22:50:00,12501726.21237785
2021-03-01 22:55:00,13557674.136235038
2021-03-01 23:00:00,12572175.645061728
2021-03-01 23:05:00,13112396.719911505
2021-03-01 23:10:00,14653178.92297143
2021-03-01 23:15:00,12956579.454320988
2021-03-01 23:20:00,13487235.7278756
2021-03-01 23:25:00,14277426.999310978
2021-03-01 23:30:00,14404728.098774
2021-03-01 23:35:00,14315797.191216834
2021-03-01 23:40:00,15507612.400045024
2021-03-01 23:45:00,14741209.299493555
2021-03-01 23:50:00,15195849.986800183
2021-03-01 23:55:00,15489361.454152446
2021-03-02 00:00:00,15086526.79410461
2021-03-02 00:05:00,15041297.893936004
2021-03-02 00:10:00,14481734.385597887
2021-03-02 00:15:00,17491795.28902906
2021-03-02 00:20:00,14545790.974468086
2021-03-02 00:25:00,14938442.696317658
2021-03-02 00:30:00,15028081.241610738
2021-03-02 00:35:00,13869520.316586222
2021-03-02 00:40:00,16299022.72538747
2021-03-02 00:45:00,15442524.544686528
2021-03-02 00:50:00,15451656.70389838
2021-03-02 00:55:00,15889683.172315141
2021-03-02 01:00:00,16720205.843951786
2021-03-02 01:05:00,16417719.044702342
2021-03-02 01:10:00,15344905.68355249
2021-03-02 01:15:00,16241344.95646607
2021-03-02 01:20:00,16933831.173560955
2021-03-02 01:25:00,16927619.35526891
2021-03-02 01:30:00,15716461.81262115
2021-03-02 01:35:00,16551559.667164179
2021-03-02 01:40:00,16782431.153615106
2021-03-02 01:45:00,18175704.663776286
2021-03-02 01:50:00,16436425.995518565
2021-03-02 01:55:00,17902562.30887372
2021-03-02 02:00:00,16726653.08550817
2021-03-02 02:05:00,17122213.451902524
2021-03-02 02:10:00,18274547.56417724
2021-03-02 02:15:00,17634643.328403
2021-03-02 02:20:00,18206485.142375026
2021-03-02 02:25:00,18271796.092537943
2021-03-02 02:30:00,18346464.948457964
2021-03-02 02:35:00,17441001.41184971
2021-03-02 02:40:00,17219666.61019737
2021-03-02 02:45:00,20114130.630217027
2021-03-02 02:50:00,16977256.062446352
2021-03-02 02:55:00,19075307.211332314
2021-03-02 03:00:00,19871022.03789964
2021-03-02 03:05:00,19645475.339638866
2021-03-02 03:10:00,20968349.633802816
2021-03-02 03:15:00,19690174.34449244
2021-03-02 03:20:00,19035128.402893003
2021-03-02 03:25:00,22441159.139292687
2021-03-02 03:30:00,22570526.270904437
2021-03-02 03:35:00,18181870.648868006
2021-03-02 03:40:00,19437046.150266808
2021-03-02 03:45:00,20750482.409544468
2021-03-02 03:50:00,19768184.11999152
2021-03-02 03:55:00,20471253.862770014
2021-03-02 04:00:00,18932855.872261982
2021-03-02 04:05:00,21318541.90969309
2021-03-02 04:10:00,21859359.63830255
2021-03-02 04:15:00,20798136.946820296
2021-03-02 04:20:00,18742502.98444895
2021-03-02 04:25:00,20107397.201853525
2021-03-02 04:30:00,20142775.388353862
2021-03-02 04:35:00,21638562.949545454
2021-03-02 04:40:00,19386555.038666356
2021-03-02 04:45:00,21881409.684593707
2021-03-02 04:50:00,20724969.036084905
2021-03-02 04:55:00,19197080.328087743
2021-03-02 05:00:00,20621285.94325042
2021-03-02 05:05:00,22254477.134973723
2021-03-02 05:10:00,20707512.610181645
2021-03-02 05:15:00,23014697.745544553
2021-03-02 05:20:00,19716043.169987388
2021-03-02 05:25:00,19328947.749936663
2021-03-02 05:30:00,20214718.598111764
2021-03-02 05:35:00,19988796.30639293
2021-03-02 05:40:00,20115570.620389346
2021-03-02 05:45:00,21831847.034812648
2021-03-02 05:50:00,22994267.9176921
2021-03-02 05:55:00,18511583.529411763
2021-03-02 06:00:00,19583637.882590007
2021-03-02 06:05:00,19704495.42194206
2021-03-02 06:10:00,19539907.650842696
2021-03-02 06:15:00,17275208.197331063
2021-03-02 06:20:00,20137437.45954506
2021-03-02 06:25:00,19986669.805514812
2021-03-02 06:30:00,20282324.868818477
2021-03-02 06:35:00,18539596.6247712
2021-03-02 06:40:00,19771301.241055183
2021-03-02 06:45:00,17542261.245213095
2021-03-02 06:50:00,18611772.50031686
2021-03-02 06:55:00,20132576.525875922
2021-03-02 07:00:00,19141575.840151038
2021-03-02 07:05:00,19020451.879641484
2021-03-02 07:10:00,19123068.841901068
2021-03-02 07:15:00,19895096.58124802
2021-03-02 07:20:00,17450203.35985353
2021-03-02 07:25:00,19447663.783579525
2021-03-02 07:30:00,18034734.814764183
2021-03-02 07:35:00,18675933.382632293
2021-03-02 07:40:00,19853801.008956254
2021-03-02 07:45:00,15822056.73580247
2021-03-02 07:50:00,17656941.224667933
2021-03-02 07:55:00,19068577.551434033
2021-03-02 08:00:00,17418783.90706605
2021-03-02 08:05:00,16312685.48959881
2021-03-02 08:10:00,17467283.399769142
2021-03-02 08:15:00,18601772.309194468
2021-03-02 08:20:00,15410958.365912763
2021-03-02 08:25:00,17427063.313390315
2021-03-02 08:30:00,16455860.924160795
2021-03-02 08:35:00,15083227.380350592
2021-03-02 08:40:00,16717052.34551495
2021-03-02 08:45:00,13306040.251018746
2021-03-02 08:50:00,15067114.12054681
2021-03-02 08:55:00,13899582.276076159
2021-03-02 09:00:00,15562784.317539485
2021-03-02 09:05:00,17365167.574722458
2021-03-02 09:10:00,14518542.941049915
2021-03-02 09:15:00,15621902.839707779
2021-03-02 09:20:00,17821528.1972639
2021-03-02 09:25:00,11486400.743183818
2021-03-02 09:30:00,14977397.060700044
2021-03-02 09:35:00,15254610.38010087
2021-03-02 09:40:00,15580959.423674589
2021-03-02 09:45:00,12095284.96653098
2021-03-02 09:50:00,13126603.318977756
2021-03-02 09:55:00,17452326.751908395
2021-03-02 10:00:00,12580266.80093458
2021-03-02 10:05:00,15575863.60691975
2021-03-02 10:10:00,12708239.159783678
2021-03-02 10:15:00,14981681.042850265
2021-03-02 10:20:00,16973889.3603912
2021-03-02 10:25:00,14257266.017760238
2021-03-02 10:30:00,14227288.763752455
2021-03-02 10:35:00,12863403.976892821
2021-03-02 10:40:00,12180796.032696176
2021-03-02 10:45:00,12241563.65572943
2021-03-02 10:50:00,10555279.664801627
2021-03-02 10:55:00,13437367.383042393
2021-03-02 11:00:00,10784994.641406637
2021-03-02 11:05:00,12647865.201646091
2021-03-02 11:10:00,11971427.353768844
2021-03-02 11:15:00,13609089.86462003
2021-03-02 11:20:00,10391412.018115941
2021-03-02 11:25:00,14541524.993309315
2021-03-02 11:30:00,12476940.563111799
2021-03-02 11:35:00,11138179.798786653
2021-03-02 11:40:00,10273163.765407555
2021-03-02 11:45:00,12539247.697435897
2021-03-02 11:50:00,14041896.798122065
2021-03-02 11:55:00,11669254.308247423
2021-03-02 12:00:00,10828233.148148147
2021-03-02 12:05:00,10332335.117031872
2021-03-02 12:10:00,10922737.54883946
2021-03-02 12:15:00,14501386.05707434
2021-03-02 12:20:00,12225688.081188118
2021-03-02 12:25:00,8955913.241498275
2021-03-02 12:30:00,9841008.441893158
2021-03-02 12:35:00,12575937.439924315
2021-03-02 12:40:00,10629601.627595754
2021-03-02 12:45:00,12257943.294960702
2021-03-02 12:50:00,14166834.01007326
2021-03-02 12:55:00,10848505.408386508
2021-03-02 13:00:00,10300252.453273138
2021-03-02 13:05:00,12334815.892934548
2021-03-02 13:10:00,13066111.355439965
2021-03-02 13:15:00,12604660.364089776
2021-03-02 13:20:00,10950742.806135492
2021-03-02 13:25:00,13097752.685042562
2021-03-02 13:30:00,13383708.813191315
2021-03-02 13:35:00,14541712.355436573
2021-03-02 13:40:00,13526156.65983445
2021-03-02 13:45:00,14854854.624277456
2021-03-02 13:50:00,13748202.139312977
2021-03-02 13:55:00,14451842.958631065
2021-03-02 14:00:00,14294952.915832406
2021-03-02 14:05:00,13925579.339736346
2021-03-02 14:10:00,15475927.401210396
2021-03-02 14:15:00,13551802.351114359
2021-03-02 14:20:00,16098105.416305916
2021-03-02 14:25:00,15916245.29093416
2021-03-02 14:30:00,16045449.484181568
2021-03-02 14:35:00,14596909.8126703
2021-03-02 14:40:00,15785114.203027312
2021-03-02 14:45:00,15646888.155362513
2021-03-02 14:50:00,15001602.499670185
2021-03-02 14:55:00,15473200.064935066
2021-03-02 15:00:00,15047825.6907916
2021-03-02 15:05:00,14468027.1053646
2021-03-02 15:10:00,14739677.563653136
2021-03-02 15:15:00,13645380.269313635
2021-03-02 15:20:00,13413978.489529591
2021-03-02 15:25:00,14438970.310685424
2021-03-02 15:30:00,15206940.170963781
2021-03-02 15:35:00,15522450.76168087
2021-03-02 15:40:00,16714606.177684715
2021-03-02 15:45:00,14834777.478996499
2021-03-02 15:50:00,17099965.34663986
2021-03-02 15:55:00,16382052.981185861
2021-03-02 16:00:00,14527693.222410865
2021-03-02 16:05:00,14116180.787372593
2021-03-02 16:10:00,15269770.363738738
2021-03-02 16:15:00,16143285.78787024
2021-03-02 16:20:00,16337262.043711225
2021-03-02 16:25:00,14959325.145074796
2021-03-02 16:30:00,15349100.703786192
2021-03-02 16:35:00,16399238.480208905
2021-03-02 16:40:00,18102362.631324004
2021-03-02 16:45:00,14860659.835131397
2021-03-02 16:50:00,15057976.675234936
2021-03-02 16:55:00,16288655.30280528
2021-03-02 17:00:00,15539202.193200663
2021-03-02 17:05:00,16426273.815041782
2021-03-02 17:10:00,15191256.753987564
2021-03-02 17:15:00,16206515.058384063
2021-03-02 17:20:00,16268891.719407009
2021-03-02 17:25:00,14784819.761173936
2021-03-02 17:30:00,15265179.59447753
2021-03-02 17:35:00,18536456.200539812
2021-03-02 17:40:00,17238439.85928065
2021-03-02 17:45:00,16289828.142442627
2021-03-02 17:50:00,17991671.047828335
2021-03-02 17:55:00,15436967.540153453
2021-03-02 18:00:00,16711891.488049345
2021-03-02 18:05:00,16417734.756270586
2021-03-02 18:10:00,17185735.700989094
2021-03-02 18:15:00,15536192.652028762
2021-03-02 18:20:00,15515228.761868877
2021-03-02 18:25:00,16711363.409578448
2021-03-02 18:30:00,15910510.025511492
2021-03-02 18:35:00,16502646.92393793
2021-03-02 18:40:00,15894145.807892777
2021-03-02 18:45:00,16135979.917925479
2021-03-02 18:50:00,14932363.413784765
2021-03-02 18:55:00,14507119.578474246
2021-03-02 19:00:00,16441413.089573802
2021-03-02 19:05:00,16467591.752477584
2021-03-02 19:10:00,15066639.32389252
2021-03-02 19:15:00,15941409.080490798
2021-03-02 19:20:00,17073191.135542914
2021-03-02 19:25:00,16584965.3003003
2021-03-02 19:30:00,16713555.885735258
2021-03-02 19:35:00,15661890.55446275
2021-03-02 19:40:00,16720521.775962945
2021-03-02 19:45:00,17847482.51630041
2021-03-02 19:50:00,17167809.06585249
2021-03-02 19:55:00,16132607.371546293
2021-03-02 20:00:00,16133959.827120224
2021-03-02 20:05:00,15092429.839654025
2021-03-02 20:10:00,14859823.532361386
2021-03-02 20:15:00,14697209.946660977
2021-03-02 20:20:00,15772601.057923498
2021-03-02 20:25:00,14389457.804994572
2021-03-02 20:30:00,14112944.593205383
2021-03-02 20:35:00,16454221.599913402
2021-03-02 20:40:00,14816212.343789741
2021-03-02 20:45:00,15323961.771937352
2021-03-02 20:50:00,13017275.112436116
2021-03-02 20:55:00,13825412.210989933
2021-03-02 21:00:00,15201031.4158918
2021-03-02 21:05:00,13954631.56043257
2021-03-02 21:10:00,13865147.483808707
2021-03-02 21:15:00,13983063.434744842
2021-03-02 21:20:00,15186789.819831498
2021-03-02 21:25:00,13296900.539313871
2021-03-02 21:30:00,14132306.102023428
2021-03-02 21:35:00,13982376.16719644
2021-03-02 21:40:00,14436221.129248846
2021-03-02 21:45:00,15314158.707857912
2021-03-02 21:50:00,14693143.186415574
2021-03-02 21:55:00,15609076.26566101
2021-03-02 22:00:00,14706775.100159708
2021-03-02 22:05:00,15027096.573420282
2021-03-02 22:10:00,15993034.1126218
2021-03-02 22:15:00,15911910.373127341
2021-03-02 22:20:00,16529057.317231769
2021-03-02 22:25:00,16418105.239669422
2021-03-02 22:30:00,16660938.962850466
2021-03-02 22:35:00,15574983.85633356
2021-03-02 22:40:00,14777757.29484305
2021-03-02 22:45:00,16579381.143755825
2021-03-02 22:50:00,14553518.224249423
2021-03-02 22:55:00,16141740.944932902
2021-03-02 23:00:00,16079455.522637567
2021-03-02 23:05:00,15056743.427005596
2021-03-02 23:10:00,17021010.10333333
2021-03-02 23:15:00,15382050.016698025
2021-03-02 23:20:00,16341323.116477929
2021-03-02 23:25:00,14747645.607811786
2021-03-02 23:30:00,15276539.464884458
2021-03-02 23:35:00,15844738.317547472
2021-03-02 23:40:00,15651960.9498998
2021-03-02 23:45:00,17121229.997698504
2021-03-02 23:50:00,14024100.302336235
2021-03-02 23:55:00,15558648.243126562
2021-03-03 00:00:00,14571649.76059463
2021-03-03 00:05:00,16532333.72814238
2021-03-03 00:10:00,15574309.48913759
2021-03-03 00:15:00,15246417.518576898
2021-03-03 00:20:00,16405108.60575665
2021-03-03 00:25:00,15809584.518462535
2021-03-03 00:30:00,16158420.901045142
2021-03-03 00:35:00,15629908.391276183
2021-03-03 00:40:00,15763659.57912673
2021-03-03 00:45:00,17492060.30230011
2021-03-03 00:50:00,16827416.221939318
2021-03-03 00:55:00,18593280.671719268
2021-03-03 01:00:00,17969040.263812736
2021-03-03 01:05:00,16498799.658914728
2021-03-03 01:10:00,16961087.93314133
2021-03-03 01:15:00,16691504.99979018
2021-03-03 01:20:00,16707341.618724847
2021-03-03 01:25:00,17240062.890362695
2021-03-03 01:30:00,16589579.803033495
2021-03-03 01:35:00,18382088.076413337
2021-03-03 01:40:00,16221046.078507341
2021-03-03 01:45:00,17660303.882573392
2021-03-03 01:50:00,16964906.268272765
2021-03-03 01:55:00,19829544.121875644
2021-03-03 02:00:00,19177879.954759467
2021-03-03 02:05:00,18918711.46280651
2021-03-03 02:10:00,19613755.413508065
2021-03-03 02:15:00,20291262.587907553
2021-03-03 02:20:00,18256836.352583587
2021-03-03 02:25:00,20396398.981059063
2021-03-03 02:30:00,20265991.04032092
2021-03-03 02:35:00,18954280.446825884
2021-03-03 02:40:00,20904155.28554289
2021-03-03 02:45:00,21436871.819000818
2021-03-03 02:50:00,19450053.528568543
2021-03-03 02:55:00,21585239.913195156
2021-03-03 03:00:00,20215025.500307694
2021-03-03 03:05:00,19580347.811002843
2021-03-03 03:10:00,19447246.191670038
2021-03-03 03:15:00,20990322.106707316
2021-03-03 03:20:00,19057338.59527149
2021-03-03 03:25:00,20552962.54038029
2021-03-03 03:30:00,21356839.52136401
2021-03-03 03:35:00,21615025.710926414
2021-03-03 03:40:00,19707296.7138218
2021-03-03 03:45:00,19947974.93340314
2021-03-03 03:50:00,19426527.25921325
2021-03-03 03:55:00,19686947.049072165
2021-03-03 04:00:00,20116313.37716336
2021-03-03 04:05:00,22870333.544699874
2021-03-03 04:10:00,19604621.828134812
2021-03-03 04:15:00,20252477.187526975
2021-03-03 04:20:00,22558934.205029014
2021-03-03 04:25:00,22356558.666955017
2021-03-03 04:30:00,19539783.761138882
2021-03-03 04:35:00,20109123.331486817
2021-03-03 04:40:00,20404814.940689348
2021-03-03 04:45:00,20343432.411764707
2021-03-03 04:50:00,21186911.721785955
2021-03-03 04:55:00,20063504.49739288
2021-03-03 05:00:00,22425163.08954204
2021-03-03 05:05:00,21281979.80737135
2021-03-03 05:10:00,20517640.083861876
2021-03-03 05:15:00,18696384.43907065
2021-03-03 05:20:00,21504601.80042413
2021-03-03 05:25:00,21203339.184236452
2021-03-03 05:30:00,21644789.598634478
2021-03-03 05:35:00,21859970.64546122
2021-03-03 05:40:00,18759040.050941028
2021-03-03 05:45:00,19233715.49354594
2021-03-03 05:50:00,20237466.744427558
2021-03-03 05:55:00,17889261.21870984
2021-03-03 06:00:00,20046583.330343008
2021-03-03 06:05:00,20304423.457158204
2021-03-03 06:10:00,20218774.090933476
2021-03-03 06:15:00,19369771.485824388
2021-03-03 06:20:00,19798424.376695268
2021-03-03 06:25:00,19636544.015181333
2021-03-03 06:30:00,21758225.39229672
2021-03-03 06:35:00,19448838.29236553
2021-03-03 06:40:00,21106707.543655414
2021-03-03 06:45:00,20584065.676304024
2021-03-03 06:50:00,18464970.21968101
2021-03-03 06:55:00,21059950.575379938
2021-03-03 07:00:00,18683838.37855377
2021-03-03 07:05:00,18616069.717526414
2021-03-03 07:10:00,18557921.20591009
2021-03-03 07:15:00,18812667.33046252
2021-03-03 07:20:00,19671240.22003339
